population,school_count,distance_k,gap,category,geom
2055.84423828125,0,1.270843269,616.753271484375,Low Deficit,"MULTIPOLYGON (((66.99367024762324 24.983843081130722, 66.99366528259468 24.984148927922273, 66.99472530500003 24.984080740000028, 66.99602680600003 24.984016309000026, 66.99682574700006 24.98397765000004, 66.99714145800004 24.983938992000052, 66.99724454700004 24.98391322000003, 66.99724454700049 24.983891240417783, 66.99367024762324 24.983843081130722)))"
13458.2861328125,0,0.194320599,4037.48583984375,High Deficit,"MULTIPOLYGON (((66.9690626265758 24.974481750020637, 66.96913674262355 24.96996903632976, 66.96747177979438 24.969946308118214, 66.96733301000006 24.970856013000056, 66.96750433100004 24.971655512000037, 66.96803035205495 24.97446765838194, 66.9690626265758 24.974481750020637)))"
4582.492188,0,0.601411656,1374.747656,Moderate Deficit,"MULTIPOLYGON (((66.9689884925849 24.97899446077014, 66.9690626265758 24.974481750020637, 66.96803035205495 24.97446765838194, 66.96829587900004 24.97588714500006, 66.96888587726636 24.978993060047046, 66.9689884925849 24.97899446077014)))"
14162.08984,1,0,3748.626953,High Deficit,"MULTIPOLYGON (((66.9689884925849 24.97899446077014, 66.96888587726636 24.978993060047046, 66.96898034506097 24.979490352960475, 66.9689884925849 24.97899446077014)))"
6517.8837890625,5,0,-544.6348633,Adequate,"MULTIPOLYGON (((66.97903796938265 24.970103812069823, 66.97896421407756 24.974616553391453, 66.98391503463415 24.974683708371753, 66.9839886095636 24.97017095328529, 66.97903796938265 24.970103812069823)))"
17670.884765625,3,0,3801.2654296875,High Deficit,"MULTIPOLYGON (((66.98886587300298 24.97475069887888, 66.98879246068334 24.979263464759022, 66.99374349724576 24.979330304489057, 66.99381672914046 24.974817524910502, 66.98886587300298 24.97475069887888)))"
4745.7763671875,5,0,-1076.26709,Adequate,"MULTIPOLYGON (((66.98391503463415 24.974683708371753, 66.98384144189241 24.979196460519788, 66.98879246068334 24.979263464759022, 66.98886587300298 24.97475069887888, 66.98391503463415 24.974683708371753)))"
16358.044921875,1,0,4407.4134765625,High Deficit,"MULTIPOLYGON (((66.97896421407756 24.974616553391453, 66.97889044091659 24.979129291773678, 66.98384144189241 24.979196460519788, 66.98391503463415 24.974683708371753, 66.97896421407756 24.974616553391453)))"
10405.9306640625,3,0,1621.77919921875,Moderate Deficit,"MULTIPOLYGON (((66.98879246068334 24.979263464759022, 66.98871903059224 24.983776227701302, 66.99367024762324 24.983843081130722, 66.99374349724576 24.979330304489057, 66.98879246068334 24.979263464759022)))"
15800.2607421875,28,0,-9259.921777,Adequate,"MULTIPOLYGON (((66.98384144189241 24.979196460519788, 66.98376783133556 24.983709209728982, 66.98871903059224 24.983776227701302, 66.98879246068334 24.979263464759022, 66.98384144189241 24.979196460519788)))"
12017.537109375,1,0,3105.2611328125,High Deficit,"MULTIPOLYGON (((66.98376783133556 24.983709209728982, 66.98384144189241 24.979196460519788, 66.97889044091659 24.979129291773678, 66.97883782379671 24.982347236314585, 66.97939493600006 24.98235831000005, 66.97959831100007 24.982366223000042, 66.98132650400004 24.982433468000064, 66.98117143886064 24.983673999863818, 66.98376783133556 24.983709209728982)))"
9530.6962890625,1,0,2359.20888671875,Moderate Deficit,"MULTIPOLYGON (((66.9886455827268 24.988288987705292, 66.98871903059224 24.983776227701302, 66.98376783133556 24.983709209728982, 66.98371809865034 24.986757488706914, 66.98521973800008 24.986990122000066, 66.98483712472571 24.988237443488273, 66.9886455827268 24.988288987705292)))"
14596.837890625,1,0,3879.0513671875,High Deficit,"MULTIPOLYGON (((66.99367024762324 24.983843081130722, 66.98871903059224 24.983776227701302, 66.9886455827268 24.988288987705292, 66.99068385978225 24.988316533980928, 66.99064058500005 24.984371355000057, 66.99362353900005 24.984151613000048, 66.99366528259468 24.984148927922273, 66.99367024762324 24.983843081130722)))"
8764.001953,1,0,2129.2005859375,Moderate Deficit,"MULTIPOLYGON (((66.98376783133556 24.983709209728982, 66.98117143886064 24.983673999863818, 66.98108208600007 24.984388814000052, 66.98088131400004 24.98631797200005, 66.98371809865034 24.986757488706914, 66.98376783133556 24.983709209728982)))"
13737.8134765625,9,0,-378.655957,Adequate,"MULTIPOLYGON (((66.9886455827268 24.988288987705292, 66.98483712472571 24.988237443488273, 66.98478327700008 24.988412985000025, 66.98863578295537 24.988891019298368, 66.9886455827268 24.988288987705292)))"
1504.66845703125,0,0.967076902,451.400537109375,Low Deficit,"MULTIPOLYGON (((66.9886455827268 24.988288987705292, 66.98863578295537 24.988891019298368, 66.99069296000005 24.989146240000025, 66.99068385978225 24.988316533980928, 66.9886455827268 24.988288987705292)))"
